Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2153003


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2153003;1;01/05/2024;1;"17,6";"52,7";20;6;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,6";"0,0";"0,0";"0,0";"12,4";"7,9";"4,1";"9,6";"1,1";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/04/2024;1;"20,3";"77,7";1;7;1;1;1;;0;"20,3";"0,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,3";"16,8";"14,1";"5,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/03/2024;1;"44,2";"132,9";23;7;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"29,0";"9,8";"12,1";"25,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"11,8";"0,0";"0,0";"0,0";"44,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/02/2024;1;"17,6";"59,6";28;8;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,2";"13,6";"0,0";"0,0";"0,0";"0,0";"0,0";"10,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,4";"0,8";"3,6";"0,0";"0,0";"0,0";"17,6";"0,9";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2153003;1;01/01/2024;1;"60,4";"193,0";23;9;1;1;1;;0;"0,0";"28,8";"6,1";"0,0";"0,0";"0,0";"0,0";"7,1";"0,0";"0,0";"22,3";"10,5";"0,0";"0,0";"21,6";"0,0";"0,0";"0,0";"0,0";"7,9";"28,3";"0,0";"60,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/12/2023;1;"60,3";"194,7";11;10;1;1;1;;0;"0,0";"0,0";"0,0";"43,3";"0,7";"0,3";"0,0";"0,0";"0,0";"0,0";"60,3";"0,0";"0,0";"0,0";"0,0";"0,0";"46,9";"13,2";"9,8";"6,4";"0,0";"0,0";"5,2";"0,0";"8,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/11/2023;1;"40,5";"177,6";30;12;1;1;1;;0;"4,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,3";"7,2";"0,0";"0,0";"5,4";"4,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,1";"0,0";"29,3";"5,1";"1,4";"39,6";"0,0";"16,3";"40,5";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/10/2023;1;"128,2";"288,2";9;13;1;1;1;;0;"1,9";"0,0";"0,0";"0,0";"2,1";"0,6";"0,0";"81,1";"128,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,3";"0,8";"3,3";"0,0";"0,0";"0,0";"0,0";"6,9";"0,0";"0,7";"14,6";"0,3";"0,0";"41,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/09/2023;1;"46,0";"67,9";9;5;1;1;1;;0;"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"46,0";"13,6";"0,0";"0,0";"5,1";"2,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/08/2023;1;"20,5";"35,2";21;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,1";"20,5";"0,0";"0,0";"0,0";"0,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/07/2023;1;"5,1";"7,5";13;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/06/2023;1;"47,8";"122,5";14;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"43,6";"47,8";"31,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/05/2023;1;"14,4";"24,5";31;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,9";"0,2";"0,0";"14,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/04/2023;1;"102,4";"248,5";18;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"18,6";"0,0";"0,0";"0,0";"0,0";"0,0";"34,2";"31,4";"0,0";"0,0";"1,3";"102,4";"23,5";"0,0";"0,0";"0,0";"0,0";"0,0";"4,7";"24,3";"8,1";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/03/2023;1;"33,9";"136,1";27;14;1;1;1;;0;"11,2";"8,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"0,0";"4,8";"1,5";"7,1";"26,2";"8,1";"3,5";"0,0";"7,6";"0,0";"1,2";"0,0";"0,0";"0,0";"1,6";"0,0";"0,0";"0,0";"33,9";"0,0";"0,0";"0,0";"20,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/02/2023;1;"53,0";"284,6";24;16;1;1;1;;0;"9,6";"6,1";"19,3";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"36,8";"43,2";"0,0";"11,2";"9,6";"1,2";"1,9";"49,5";"0,0";"0,0";"0,0";"3,9";"0,0";"5,5";"53,0";"0,0";"11,8";"0,0";"21,7";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2153003;1;01/01/2023;1;"52,8";"149,8";23;12;1;1;1;;0;"0,0";"0,0";"30,8";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,6";"3,0";"0,0";"1,6";"0,3";"0,6";"0,0";"0,0";"0,0";"3,1";"52,8";"1,1";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";"49,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/12/2022;1;"40,8";"92,3";10;9;1;1;1;;0;"0,0";"1,4";"0,0";"0,0";"0,0";"0,0";"1,8";"0,0";"0,0";"40,8";"0,0";"5,8";"10,6";"22,8";"0,0";"0,0";"0,0";"3,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,6";"3,7";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/11/2022;1;"47,2";"78,8";14;4;1;1;1;;0;"9,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"15,5";"0,0";"0,0";"47,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/10/2022;1;"43,5";"121,6";18;11;1;1;1;;0;"8,0";"0,0";"0,0";"0,0";"0,0";"4,0";"11,5";"5,1";"0,0";"0,0";"0,0";"1,8";"2,8";"1,2";"0,0";"0,0";"0,0";"43,5";"0,0";"0,0";"33,4";"0,0";"0,0";"0,0";"0,0";"0,0";"7,1";"0,0";"0,0";"3,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/09/2022;1;"52,8";"187,0";28;8;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"15,8";"0,0";"0,0";"0,0";"0,0";"32,4";"3,5";"39,8";"0,0";"0,0";"0,0";"8,1";"30,6";"52,8";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/08/2022;1;"73,2";"206,2";18;6;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,2";"36,9";"25,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"40,5";"73,2";"21,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/07/2022;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/06/2022;1;"40,7";"60,8";18;5;1;1;1;;0;"7,2";"0,0";"0,0";"0,0";"0,0";"0,0";"2,9";"0,0";"2,4";"7,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"40,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/05/2022;1;"19,0";"42,6";15;4;1;1;1;;0;"0,0";"0,0";"0,0";"16,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,6";"0,0";"0,0";"0,0";"19,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/04/2022;1;"137,4";"206,8";13;5;1;1;1;;0;"28,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,4";"137,4";"5,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"23,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/03/2022;1;"82,4";"273,7";14;12;1;1;1;;0;"2,4";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"34,9";"0,0";"18,5";"19,5";"6,7";"82,4";"0,0";"0,0";"0,0";"0,0";"15,0";"29,8";"0,0";"0,0";"0,0";"0,0";"30,0";"31,0";"2,5";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/02/2022;1;"15,6";"71,2";17;8;1;1;1;;0;"1,7";"0,0";"14,9";"10,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"15,6";"9,1";"0,0";"0,0";"0,0";"0,0";"9,9";"0,0";"0,0";"0,0";"9,8";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2153003;1;01/01/2022;1;"20,3";"91,6";31;11;1;1;1;;0;"13,3";"0,0";"0,0";"2,5";"0,0";"0,0";"11,8";"0,0";"0,0";"0,0";"0,0";"1,8";"0,0";"0,0";"2,0";"0,0";"4,3";"0,0";"0,0";"0,0";"0,0";"12,5";"0,0";"0,0";"0,0";"0,0";"0,0";"7,3";"0,6";"15,2";"20,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/12/2021;1;"18,7";"46,3";16;6;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,1";"10,3";"6,6";"18,7";"0,0";"2,0";"1,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/11/2021;1;"31,3";"79,8";26;6;1;1;1;;0;"13,7";"0,0";"0,0";"0,0";"0,0";"0,0";"17,0";"0,0";"0,0";"0,0";"9,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"31,3";"7,2";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/10/2021;1;"54,5";"241,0";24;13;1;1;1;;0;"0,0";"8,6";"33,0";"9,9";"1,9";"0,0";"14,2";"0,0";"0,0";"40,7";"9,3";"0,0";"0,0";"32,7";"3,4";"12,0";"0,0";"0,0";"7,8";"0,0";"0,0";"0,0";"0,0";"54,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"13,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/09/2021;1;"6,0";"15,7";15;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,2";"0,0";"0,7";"0,0";"0,0";"6,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,8";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/07/2021;1;"5,3";"5,3";17;1;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/06/2021;1;"33,1";"71,1";10;5;1;1;1;;0;"1,7";"0,0";"0,0";"0,0";"0,0";"0,0";"4,5";"31,6";"0,2";"33,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/05/2021;1;"19,5";"36,9";23;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"19,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/04/2021;1;"2,7";"4,3";17;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,6";"0,0";"0,0";"2,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2153003;1;01/03/2021;1;"74,9";"109,4";5;8;1;1;1;;0;"0,0";"1,2";"2,3";"8,5";"74,9";"0,0";"0,0";"0,0";"9,8";"0,0";"0,0";"0,0";"0,0";"0,4";"0,0";"0,0";"10,0";"2,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2153003;1;01/02/2021;1;"45,5";"137,3";13;8;1;1;1;;0;"8,9";"21,0";"17,9";"0,0";"19,1";"0,0";"0,0";"0,0";"0,0";"0,0";"4,6";"0,0";"45,5";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"19,1";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
